"","content","video_name.VIDEO_NAMEEminem - Love The Way You Lie ft. Rihanna","video_name.VIDEO_NAMEKaty Perry - Roar","video_name.VIDEO_NAMELMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","video_name.VIDEO_NAMEPSY - GANGNAM STYLE(?????) M/V","video_name.VIDEO_NAMEShakira - Waka Waka","class","date_missing","year","month","day","hour","minute","second","week","quarter","day_of_year","week_of_year","weekend","hour_sin","hour_cos","weekday_num","weekday_sin","weekday_cos","month_sin","month_cos","author_freq","cpt_ratio","has_url","contains_out","contains_check","contains_please","contains_youtube","contains_subscribe","contains_video","contains_channel","contains_money","contains_follow","word_count"
"346","Help me get 10000000 subscribers by tomorrow! (Joking don&#39;t get butt hurt)",0,0,1,0,0,1,0,2015, 3,19,10,33, 0,12,1, 78,12,0, 5.000000e-01,-8.660254e-01,5,-9.749279e-01,-0.2225209, 1.000000e+00, 6.123032e-17,1,0.027397260,0,0,0,0,0,0,0,0,0,0, 12
"347","I love Shakira !!!!!!",0,0,0,0,1,0,0,2015, 5,23,18,35, 7,21,2,143,21,1,-1.000000e+00,-1.836910e-16,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.166666667,0,0,0,0,0,0,0,0,0,0,  4
"348","I felt old when I realized that this song was 5 years old...",0,0,0,0,1,0,0,2015, 5,25,19,48,16,21,2,145,22,0,-9.659258e-01, 2.588190e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.045454545,0,0,0,0,0,0,0,0,0,0, 13
"349","#1 song in world even in 2015",1,0,0,0,0,0,0,2015, 5,22,23,24, 3,21,2,142,21,0,-2.588190e-01, 9.659258e-01,6,-7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"350","Wow I love it",0,0,1,0,0,0,0,2015, 5,24,15,47,50,21,2,144,21,1,-7.071068e-01,-7.071068e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.200000000,0,0,0,0,0,0,0,0,0,0,  4
"351","Stop Wasting Up Your Time and Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com Work from the Comfort of your Home... We are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube. You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly IncomeOnly at 4NetJobs.com",0,0,0,0,1,1,0,2013,10,20,13,31,10,42,4,293,42,1,-2.588190e-01,-9.659258e-01,1, 7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,3,0.204545455,0,0,0,0,0,0,0,0,0,0, 83
"352","Still a very fun music video to watch!",0,0,0,1,0,0,0,2014,11, 8, 3,46,33,45,4,312,45,1, 7.071068e-01, 7.071068e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.033333333,0,0,0,0,0,0,1,0,0,0,  8
"353","likeeeeeeeee",0,0,1,0,0,0,0,2015, 5,16, 1,24,57,20,2,136,20,1, 2.588190e-01, 9.659258e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
"354","cool",0,0,1,0,0,0,0,2015, 5,26, 9,23,16,21,2,146,22,0, 7.071068e-01,-7.071068e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
"355","Waka waka",0,0,0,0,1,0,0,2015, 5,25, 3, 9,41,21,2,145,22,0, 7.071068e-01, 7.071068e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  2
"356","Nice vdeo shakira good",0,0,0,0,1,0,0,2015, 5,25, 8, 8,49,21,2,145,22,0, 8.660254e-01,-5.000000e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.052631579,0,0,0,0,0,0,0,0,0,0,  4
"357","best song",1,0,0,0,0,0,0,2015, 5,27, 4,28,42,21,2,147,22,0, 8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"358","You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",0,0,0,0,1,1,0,2013,10,12,15,19,50,41,4,285,41,1,-7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,7,0.146520147,0,1,1,0,0,0,0,0,1,0, 60
"359","Wow 23 min ago",0,0,0,1,0,0,0,2014,11, 7,15,58, 9,45,4,311,45,0,-7.071068e-01,-7.071068e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.111111111,0,0,0,0,0,0,0,0,0,0,  4
"360","LMFAO IS THE BEST",0,0,1,0,0,0,0,2015, 5,20, 5,49,45,20,2,140,21,0, 9.659258e-01, 2.588190e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  4
"361","Hay dakota u earned a subscribee",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.037037037,0,0,0,0,0,0,0,0,0,0,  6
"362","How do you forget you have a choice, and what the fuck, surviving a plane crash has a 1/1000 chance of happening.",0,1,0,0,0,0,0,2014,10,23,22,20,43,43,4,296,43,0,-5.000000e-01, 8.660254e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.012048193,0,0,0,0,0,0,0,0,0,0, 22
"363","Check out this video on YouTube:",0,0,0,0,1,1,0,2015, 5, 8, 1,52,42,19,2,128,19,0, 2.588190e-01, 9.659258e-01,6,-7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"364","wery good",0,0,0,0,1,0,0,2015, 5,27,14,41,43,21,2,147,22,0,-5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"365","subscribe my",0,0,0,0,1,1,0,2013,10,12, 9,13,19,41,4,285,41,1, 7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,1,0,0,0,0,  2
"366","Thanks to this video we know that Nokia phones can survive a plane crash.",0,1,0,0,0,0,0,2014, 8,29,19, 0,20,35,3,241,35,0,-9.659258e-01, 2.588190e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01,-5.000000e-01,1,0.033898305,0,0,0,0,0,0,1,0,0,0, 14
"367","Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063",0,1,0,0,0,1,0,2014,11, 1, 2,37,29,44,4,305,44,1, 5.000000e-01, 8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.108695652,1,0,0,0,0,0,0,0,0,0,  4
"368","2 billion for this shit?",0,0,0,1,0,0,0,2014,11, 8,10,14,47,45,4,312,45,1, 5.000000e-01,-8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  5
"369","hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music. im a young rapper and i love to do it and i just wanna share my music with more people just click my picture and then see if you like my stuff",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,7,0.000000000,0,1,1,1,0,0,0,0,0,0, 54
"370","help me click on the subscribe Mai Nguyen, thank you",0,1,0,0,0,1,0,2014, 8,28, 3,53,35,35,3,240,35,0, 7.071068e-01, 7.071068e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,1,0.047619048,0,0,0,0,0,1,0,0,0,0, 10
"371","She is good",0,0,0,0,1,0,0,2013,10, 2, 3,50,46,40,4,275,40,0, 7.071068e-01, 7.071068e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.111111111,0,0,0,0,0,0,0,0,0,0,  3
"372","EMINEM<3 the best rapper ever<3",1,0,0,0,0,0,0,2015, 5,23, 8,36,40,21,2,143,21,1, 8.660254e-01,-5.000000e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.206896552,0,0,0,0,0,0,0,0,0,0,  5
"373","Since when has Katy Perry had her own YouTube channel?",0,1,0,0,0,0,0,2014,10,11,11,26, 0,41,4,284,41,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.113636364,0,0,0,0,0,0,0,1,0,0, 10
"374","Every collaboration between them, we know it will be number 1",1,0,0,0,0,0,0,2015, 5,25, 1, 3,35,21,2,145,22,0, 2.588190e-01, 9.659258e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.020408163,0,0,0,0,0,0,0,0,0,0, 11
"375","In my head this is like 2 years ago.. Time FLIES",0,0,1,0,0,0,0,2015, 5,17, 1,14,28,20,2,137,20,1, 2.588190e-01, 9.659258e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.200000000,0,0,0,0,0,0,0,0,0,0, 11
"376","She looks like Megan Fox xD!!",1,0,0,0,0,0,0,2015, 5,19,21,49,18,20,2,139,21,0,-7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.181818182,0,0,0,0,0,0,0,0,0,0,  6
"377","COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!",0,0,0,1,0,1,0,2014,11,11,22,37,23,45,4,315,46,0,-5.000000e-01, 8.660254e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0, 13
"378","check out my new video",0,0,0,0,1,1,0,2013, 7,21,20,20,34,29,3,202,29,1,-8.660254e-01, 5.000000e-01,1, 7.818315e-01, 0.6234898,-5.000000e-01,-8.660254e-01,1,0.000000000,0,1,1,0,0,0,1,0,0,0,  5
"379","LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)",0,0,1,0,0,1,0,2015, 1,17,20,26,39, 3,1, 17, 3,1,-8.660254e-01, 5.000000e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  9
"380","i hate this music. fucking singer and every koean chainise ana US sucks me dick.",0,0,0,1,0,0,0,2014,11, 7,22,59,13,45,4,311,45,0,-5.000000e-01, 8.660254e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.031250000,0,0,0,0,0,0,0,0,0,0, 15
"381","RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) CLICK! SUBSCRIBE!",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,1.000000000,0,0,0,0,0,0,0,0,0,0, 74
"382","love the you lie the good",1,0,0,0,0,0,0,2015, 5,20,23,44,25,20,2,140,21,0,-2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  6
"383","Visit my channel",0,1,0,0,0,1,0,2014,10,15,11, 2,31,42,4,288,42,0, 2.588190e-01,-9.659258e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.071428571,0,0,0,0,0,0,0,1,0,0,  3
"384","She&#39;s such an awesome entertainer. And pretty too! <3 Shakira!",0,0,0,0,1,0,0,2015, 5,26, 3,17,53,21,2,146,22,0, 7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.061224490,0,0,0,0,0,0,0,0,0,0, 10
"385","are there people who like this shit? hahahahah :P this isn&#39;t even real music.......... it&#39;s computer-based music..... well done music industry.....",0,0,1,0,0,0,0,2014, 7,23,10,58,59,30,3,204,30,0, 5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,1,0.009433962,0,0,0,0,0,0,0,0,0,0, 21
"386","Waka Waka!:D Check out my new HALLOWEEN VIDEO!:)",0,0,0,0,1,1,0,2013,10,26, 6,28,32,43,4,299,43,1, 1.000000e+00, 6.123032e-17,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.500000000,0,1,0,0,0,0,0,0,0,0,  8
"387","This comment will randomly get lot's of likes and replies for no reason. I also like Jello. Strawberry jello.",0,1,0,0,0,0,0,2014, 9,14,15,55,13,37,3,257,37,1,-7.071068e-01,-7.071068e-01,1, 7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.045977011,0,0,0,0,0,0,0,0,0,0, 19
"388","SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.306666667,0,0,0,0,0,0,0,0,0,0, 28
"389","Boooobs",0,1,0,0,0,0,0,2014, 9,13,15,37, 9,37,3,256,37,1,-7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-1.000000e+00,-1.836910e-16,1,0.142857143,0,0,0,0,0,0,0,0,0,0,  1
"390","How did THIS Video in all of YouTube get this many views and likes? Why Gangnam style? I don't have a problem with it, i just don't understand the phenomena behind it, it's just like any other random music video out there.",0,0,0,1,0,0,0,2014,11, 8, 3,15, 9,45,4,312,45,1, 7.071068e-01, 7.071068e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.063583815,0,1,0,0,0,0,1,0,0,0, 42
"391","Go check out my rapping video called Four Wheels please",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.065217391,0,1,1,1,0,0,1,0,0,0, 10
"392","Check out this playlist on YouTube:",0,0,0,0,1,1,0,2015, 5,27, 4,19,29,21,2,147,22,0, 8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"393","The great mother of the jungle. Sweet and natural. I like her videos.",0,1,0,0,0,0,0,2014, 9,11,17,43,49,37,3,254,37,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.055555556,0,0,0,0,0,0,0,0,0,0, 13
"394","It looks so real and my daughter is a big fan and she likes a lot of your songs.",0,1,0,0,0,0,0,2014,11, 6,13,44, 0,45,4,310,45,0,-2.588190e-01,-9.659258e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.016393443,0,0,0,0,0,0,0,0,0,0, 19
"395","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 1,23,21,44,55, 4,1, 23, 4,0,-7.071068e-01, 7.071068e-01,6,-7.818315e-01, 0.6234898, 5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"396","She is a perfect wonder.....",0,1,0,0,0,0,0,2014,10,12, 7,23,27,41,4,285,41,1, 9.659258e-01,-2.588190e-01,1, 7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.052631579,0,0,0,0,0,0,0,0,0,0,  5
"397","SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK",0,0,1,0,0,0,0,2015, 5,20,12,39,21,20,2,140,21,0, 1.224606e-16,-1.000000e+00,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,3,1.000000000,0,0,0,0,0,0,0,0,0,0, 15
"398","I remember that torunament like it was today.",0,0,0,0,1,0,0,2015, 5,23,16, 6,50,21,2,143,21,1,-8.660254e-01,-5.000000e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.027027027,0,0,0,0,0,0,0,0,0,0,  8
"399","She is good. Does she make any more music? If she doesn't, she should!",0,1,0,0,0,0,0,2014,10,20, 2,25, 2,42,4,293,43,0, 5.000000e-01, 8.660254e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.057692308,0,0,0,0,0,0,0,0,0,0, 14
"400","Best song ever",0,0,1,0,0,0,0,2015, 5,17,11, 3,22,20,2,137,20,1, 2.588190e-01,-9.659258e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.083333333,0,0,0,0,0,0,0,0,0,0,  3
"401","Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction thanks and plz subscribe! Thanks",0,1,0,0,0,1,0,2014, 9,20, 3,45,12,38,3,263,38,1, 7.071068e-01, 7.071068e-01,7,-2.449213e-16, 1.0000000,-1.000000e+00,-1.836910e-16,1,0.023529412,0,1,1,0,1,1,0,1,0,0, 21
"402","Eminem and Rihanna sing the song very well.",1,0,0,0,0,0,0,2015, 5,28, 7,23,37,22,2,148,22,0, 9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.057142857,0,0,0,0,0,0,0,0,0,0,  8
"403","https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl",0,0,0,1,0,1,0,2014,11, 8, 5,52,30,45,4,312,45,1, 9.659258e-01, 2.588190e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.076923077,1,0,0,0,0,0,0,0,0,0,  1
"404","plz subscribe to my channel i need subs and if you do i will sub back i need help",0,1,0,0,0,1,0,2014,10,29,19,39,38,44,4,302,44,0,-9.659258e-01, 2.588190e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,1,0,1,0,0, 19
"405","Check out this video on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"406","Men stop being naive idiots believing in love and believing that women actually respect you. Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)",0,0,1,0,0,1,0,2015, 1,31,23,42,34, 5,1, 31, 5,1,-2.588190e-01, 9.659258e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01, 8.660254e-01,1,0.048327138,0,1,0,0,0,0,0,0,0,0, 56
"407","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 1,10,22, 0,55, 2,1, 10, 2,1,-5.000000e-01, 8.660254e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01, 8.660254e-01,2,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"408","Echa un vistazo a la remezcla! / Check out the remix! MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX) MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX) ...click, enlace, suscrbase! / ...click, link, subscribe!",0,0,0,0,1,1,0,2013, 9,29, 0,44,30,39,3,272,39,1, 0.000000e+00, 1.000000e+00,1, 7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,2,0.503267974,0,1,0,0,0,1,0,0,0,0, 36
"409","this fucking song like a&#39;n oreo the only white part is the good 1",1,0,0,0,0,0,0,2015, 5,27,20, 2,52,21,2,147,22,0,-8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 14
"410","Haha its so funny to see the salt of westerners that top views of youtube goes to video they dont even understand, keep the salt up!",0,0,0,1,0,0,0,2014,11,12,23,56,54,46,4,316,46,0,-2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.009523810,0,0,0,0,1,0,1,0,0,0, 26
"411","even without make up she is still hot http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg",0,1,0,0,0,1,0,2014, 8,29, 2,10,56,35,3,241,35,0, 5.000000e-01, 8.660254e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01,-5.000000e-01,1,0.024691358,1,0,0,0,0,0,0,0,0,0,  9
"412","get GWAR to play 2015 superbowl http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share",0,0,0,1,0,1,0,2014, 1,20,17,58,46, 3,1, 20, 4,0,-9.659258e-01,-2.588190e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.033613445,1,0,0,0,0,0,0,0,0,0,  7
"413","I could hear this for years ;3",1,0,0,0,0,0,0,2015, 5,24,14, 0, 1,21,2,144,21,1,-5.000000e-01,-8.660254e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.045454545,0,0,0,0,0,0,0,0,0,0,  7
"414","http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc",0,1,0,0,0,1,0,2014,10,30,20,43,47,44,4,303,44,0,-8.660254e-01, 5.000000e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.089285714,1,0,0,0,0,0,0,0,0,0,  1
"415","PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ",0,0,0,0,1,1,0,2015, 4,25, 6,38, 0,17,2,115,17,1, 1.000000e+00, 6.123032e-17,7,-2.449213e-16, 1.0000000, 8.660254e-01,-5.000000e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  5
"416","BEST SONG! GO SHAKI :D",0,0,0,0,1,0,0,2015, 5,19,23, 2,25,20,2,139,21,0,-2.588190e-01, 9.659258e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  5
"417","Waka waka",0,0,0,0,1,0,0,2013,10, 4, 7,47,56,40,4,277,40,0, 9.659258e-01,-2.588190e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  2
"418","adf.ly / KlD3Y",0,0,0,0,1,1,0,2013, 7,23,17, 0,14,30,3,204,30,0,-9.659258e-01,-2.588190e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,3,0.333333333,0,0,0,0,0,0,0,0,0,0,  3
"419","So underrated better Than Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.",0,0,0,0,1,0,0,2015, 5,20, 2,39,10,20,2,140,21,0, 5.000000e-01, 8.660254e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.042168675,0,0,0,0,0,0,0,0,0,0, 39
"420","Hi. Check out and share our songs.",0,0,0,0,1,1,0,2013, 7,31,10,22, 2,31,3,212,31,0, 5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,4,0.076923077,0,1,0,0,0,0,0,0,0,0,  7
"421","great l subscribe",0,0,1,0,0,1,0,2014,10,16, 0,50,14,42,4,289,42,0, 0.000000e+00, 1.000000e+00,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,1,0,0,0,0,  3
"422","You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Lake . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,3,0.200589971,0,1,1,0,0,0,0,0,1,0, 80
"423","like me",0,0,0,0,1,0,0,2015, 5,20,10, 6,29,20,2,140,21,0, 5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"424","870,000,000 views...566,000 comments...oh my lanta",0,0,1,0,0,0,0,2015, 5,17, 1, 7,13,20,2,137,20,1, 2.588190e-01, 9.659258e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  5
"425","Check Out The New Hot Video By Dante B Called Riled Up",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,5,0.279069767,0,0,0,0,0,0,0,0,0,0, 12
"426","Check out this video on YouTube:",0,0,1,0,0,1,0,2014,11, 6, 1,23, 3,45,4,310,45,0, 2.588190e-01, 9.659258e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"427","Lol I love this song",0,0,0,0,1,0,0,2015, 5,22, 0,47,50,21,2,142,21,0, 0.000000e+00, 1.000000e+00,6,-7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  5
"428","dude check out psy",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,1,1,0,0,0,0,0,0,0,  4
"429","share and like this page to win a hand signed Rihanna photo!!! fb - Fans of Rihanna",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.047619048,0,0,0,0,0,0,0,0,0,0, 17
"430","just for test I have to say murdev.com",0,0,0,1,0,1,0,2013,11, 8,17,34,21,45,4,312,45,0,-9.659258e-01,-2.588190e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.033333333,0,0,0,0,0,0,0,0,0,0,  8
